,Player,Event,X,Y,Distance,Slope,Type,Detail,Period,Home Team Skaters,Away Team Skaters,Result,Predicted Result,xG%
1099,Meaghan Pezon,Shot,168,33,33.380383460949034,0.3059155173530593,Snapshot,Missed,2,4,5,0,0,0.0022439226
1100,Natalie Marcuzzi,Shot,182,27,23.753947040439407,1.1641694674620362,Snapshot,On Net,2,5,5,0,0,0.04220427
1101,Lindsay Eastwood,Shot,135,68,69.82299048307799,-0.41375509548158934,Snapshot,On Net,2,5,5,0,0,0.06883732
1102,Taytum Clairmont,Shot,173,47,27.37243138634199,-0.16822721830224246,Snapshot,On Net,2,5,5,0,1,0.62926376
1103,Taytum Clairmont,Shot,168,30,34.35476677260377,0.4117857068341085,Slapshot,On Net,2,5,5,0,0,0.43783867
1104,Taylor Woods,Shot,138,74,69.54315207121402,-0.5568203982634444,Slapshot,Missed,2,5,5,0,0,0.0011834742
1105,Audra Richards,Goal,185,70,31.32491021535417,3.7210697122262104,Snapshot,On Net,2,5,5,1,1,0.88999754
1106,Shiann Darkangelo,Shot,146,37,54.27936993002037,0.10220551636658458,Snapshot,On Net,2,5,5,0,0,0.4711537
1107,Breanne Wilson-Bennett,Shot,168,22,38.00328933131973,0.745515740559392,Wristshot,On Net,3,5,5,0,0,0.0065773902
1108,Megan Quinn,Shot,154,84,61.953611678416294,-1.265799765516357,Wristshot,Missed,3,5,5,0,0,0.0007007595
1109,Allie Thunstrom,Shot,182,39,18.33712082089225,0.19693264149950032,Snapshot,On Net,3,5,5,0,0,0.4660427
1110,Mackenzie MacNeil,Shot,142,78,68.0018382104484,-0.7020029558653713,Wristshot,On Net,3,5,5,0,0,0.008582442
1111,Meaghan Pezon,Shot,165,19,42.15744299646268,0.7945820490912116,Wristshot,On Net,3,4,5,0,0,0.0301956
1112,Emma Stauber,Shot,180,52,22.14158982548453,-0.5142721131734951,Snapshot,Missed,3,4,5,0,0,0.0013532734
1113,Meaghan Pezon,Shot,157,39,43.142206712220926,0.08157558004427784,Wristshot,Missed,3,4,5,0,0,0.0015421449
1114,Stephanie Anderson,Shot,158,49,42.5,-0.15600943833139336,Wristshot,Missed,3,4,5,0,0,0.0015740981
1115,Allie Thunstrom,Shot,173,52,28.622543562723422,-0.3671285201404772,Wristshot,On Net,3,5,5,0,0,0.32691252
1116,Nina Rodgers,Shot,186,31,18.117670931993437,1.07478781737917,Wristshot,Missed,3,5,5,0,0,0.0008436578
1117,Meghan Lorence,Shot,170,34,31.18092365533773,0.2911667599925333,Wristshot,Missed,3,5,5,0,0,0.004174546
1118,Sydney Baldwin,Shot,158,15,50.202091589892945,0.7677456161098003,Snapshot,On Net,3,5,5,0,0,0.006348056
1119,Amy Curlew,Shot,178,58,26.911893281595777,-0.8500885236642727,Snapshot,On Net,3,5,5,0,0,0.38554147
1120,Sarah-Eve Coutu Godbout,Goal,188,46,12.5,-0.30022877509320933,Snapshot,On Net,3,5,5,1,1,0.8340536
1121,Mackenzie MacNeil,Shot,161,17,46.5966737010272,0.7662911132829923,Wristshot,On Net,3,5,5,0,0,0.004606711
1122,Jonna Curtis,Shot,183,36,18.200274723201296,0.40214360006872,Snapshot,On Net,3,5,5,0,0,0.38673925
1123,Emily Fluke,Shot,179,43,21.005951537600005,-0.023814023984133337,Snapshot,On Net,3,4,5,0,0,0.058857393
1124,Sydney Baldwin,Shot,142,38,58.1743070435738,0.07774226248008975,Slapshot,Missed,3,4,5,0,0,0.0010475852
1125,Stephanie Anderson,Shot,179,44,21.0535032714273,-0.07155029701646888,Snapshot,On Net,3,4,5,0,0,0.172217
1126,Nina Rodgers,Goal,175,25,30.516389039334257,0.8422883804630794,Snapshot,On Net,3,4,5,1,1,0.72871554
1127,Mikyla Grant-Mentis,Shot,149,54,52.28049349422785,-0.2293913026114887,Wristshot,On Net,3,5,5,0,0,0.10369507
1128,Lindsay Eastwood,Shot,136,2,75.73803535872844,0.7334312405233887,Wristshot,Missed,3,5,5,0,0,0.0009683269
1129,Lindsay Eastwood,Shot,135,6,74.5469650623015,0.6290947839487421,Wristshot,Missed,3,5,5,0,0,0.0013002519
1130,Shiann Darkangelo,Shot,145,82,67.71447408050955,-0.8738562031995322,Wristshot,Missed,3,5,5,0,0,0.000806346
1131,Allie Thunstrom,Shot,175,69,36.43144246389374,-1.7844248315940128,Wristshot,On Net,3,5,5,0,0,0.035683546
1132,Allie Thunstrom,Shot,166,59,37.79219496139381,-0.5273585172706317,Wristshot,On Net,3,5,5,0,0,0.04126133
1133,Sara Bustad,Shot,136,73,70.89605066574583,-0.5162494471171751,Wristshot,On Net,3,5,5,0,0,0.008372469
1134,Megan Quinn,Shot,154,48,46.32763753959401,-0.12013825623076844,Slapshot,Missed,3,5,5,0,0,0.0017885342
1135,Audra Richards,Shot,162,14,47.5,0.9315964599440725,Wristshot,On Net,3,5,5,0,0,0.0037211995
1136,Nina Rodgers,Shot,177,68,34.34020966738555,-2.0077586824331677,Wristshot,Missed,3,5,5,0,0,0.0009699141
1137,Mackenzie MacNeil,Shot,170,65,37.5,-0.9315964599440725,Wristshot,On Net,3,5,5,0,0,0.039991766
1138,Jonna Curtis,Shot,141,3,71.00176054155277,0.7914268808008706,Wristshot,On Net,3,5,5,0,0,0.0044283634
1139,Natalie Marcuzzi,Shot,176,16,35.75262228144951,1.9851780997563,Wristshot,On Net,3,5,5,0,0,0.037724197
1140,Mikyla Grant-Mentis,Shot,178,42,22.005681084665387,0.022731186633854462,Snapshot,On Net,3,5,5,0,1,0.5995724
1141,Meghan Lorence,Shot,154,60,49.216359068911224,-0.3999169527538924,Wristshot,On Net,3,5,5,0,0,0.033424083
1142,Stephanie Anderson,Shot,146,35,54.51834553615874,0.13978889529234326,Snapshot,On Net,3,5,5,0,0,0.38923258
1143,Mikyla Grant-Mentis,Goal,181,59,25.16445906432324,-1.1815345903248633,Wristshot,On Net,3,5,5,1,1,0.68974954
1144,Autumn MacDougall,Shot,177,49,23.90083680543424,-0.29038085459946816,Wristshot,Missed,1,5,5,0,0,0.0019542852
1145,Mallory Souliotis,Shot,161,13,48.9004089962446,0.9436420969671491,Wristshot,On Net,1,5,5,0,0,0.0075077484
1146,Mallory Souliotis,Shot,131,21,72.27205545714055,0.3220861882658092,Wristshot,Missed,1,5,5,0,0,0.0014254507
1147,Tereza Vanisova,Shot,190,46,10.594810050208546,-0.36502849483042454,Wrap Around,Missed,1,5,5,0,0,0.0019089208
1148,Dominique Kremer,Shot,161,57,41.608292442733095,-0.38992949079680345,Wristshot,On Net,1,5,5,0,0,0.098319344
1149,Meaghan Rickard,Shot,149,17,57.019733426244635,0.5463024898437905,Wristshot,Missed,1,5,5,0,0,0.002463825
1150,McKenna Brand,Shot,139,36,61.34533397088975,0.10696251822530947,Wristshot,On Net,1,5,5,0,0,0.38092422
1151,Taylor Turnquist,Shot,161,67,46.05702986515739,-0.7263692786569685,Wristshot,Missed,1,5,5,0,0,0.0017857067
1152,Tereza Vanisova,Shot,164,46,36.16973873281365,-0.09752970484059777,Wristshot,Missed,1,5,5,0,0,0.0028048174
1153,Briana Mastel,Shot,156,2,59.80175582706581,1.3145029216645356,Wristshot,Missed,1,5,5,0,0,0.0012239354
1154,Lauren Kelly,Shot,149,4,63.90031298827886,0.9407947742143732,Slapshot,On Net,1,5,5,0,0,0.0012873735
1155,Christina Putigna,Shot,187,9,35.9339672176619,-0.6334737097530846,Wristshot,On Net,1,5,5,0,0,0.14117014
1156,Cassidy MacPherson,Shot,160,10,51.53882032022076,1.05572763941192,Wristshot,On Net,1,5,5,0,0,0.0075077484
1157,Whitney Dove,Shot,143,4,68.78408246098802,0.8011447921200058,Wristshot,On Net,1,5,5,0,0,0.0032409425
1158,Lisa Chesson,Shot,177,56,26.669270706189174,-0.6651567120832749,Fan,Missed,1,4,5,0,0,0.001443375
1159,Jillian Dempsey,Shot,172,43,28.00446392988089,-0.017859041179937068,Wristshot,On Net,1,4,5,0,0,0.3635193
1160,Alyson Matteau,Shot,159,25,44.57858230136979,0.45478894113002194,Wristshot,On Net,1,4,5,0,0,0.29678303
1161,Taylor Wasylk,Shot,161,70,47.720540650751225,-0.8510928969156363,Wristshot,On Net,1,5,5,0,0,0.14178446
1162,Brooke Stacey,Shot,185,32,18.309833423600555,0.8422883804630794,Wristshot,Missed,1,5,5,0,0,0.0008289088
1163,Christina Putigna,Shot,150,15,57.063561052566634,0.6131052132881357,Wristshot,On Net,1,5,5,0,0,0.033736188
1164,Lauren Kelly,Shot,135,16,70.19437299385187,0.4318903235538463,Slapshot,Missed,1,5,5,0,0,0.0010069726
1165,Cassidy MacPherson,Shot,173,32,28.96981187374195,0.40975665629840863,Wristshot,On Net,1,5,5,0,0,0.12540922
1166,Erin Gehen,Shot,142,75,66.48496070541066,-0.6274300064340907,Wristshot,On Net,1,5,5,0,0,0.10135052
1167,Lisa Chesson,Shot,152,33,48.93107397145499,0.20054200762729235,Wristshot,Missed,1,5,5,0,0,0.0038342206
1168,Kaleigh Fratkin,Shot,156,68,50.855186559484764,-0.654518984994923,Wristshot,Missed,1,5,5,0,0,0.0020464414
1169,Kaleigh Fratkin,Shot,134,81,76.40844194197392,-0.6599430459842429,Slapshot,Missed,1,5,5,0,0,0.0014671449
1170,McKenna Brand,Shot,157,36,43.48850422812907,0.15232477863934782,Wristshot,Missed,1,5,5,0,0,0.0025179798
1171,Christina Putigna,Shot,171,80,47.40516849458506,-3.5080569532363315,Wristshot,On Net,1,5,5,0,0,0.02304577
1172,Paige Capistran,Shot,138,64,65.62202374203343,-0.36137715004549836,Wristshot,Missed,1,5,5,0,0,0.0051346202
1173,Paige Capistran,Shot,176,74,39.60113634733226,-3.7850381665358763,Wristshot,On Net,1,5,5,0,0,0.015230745
1174,Paige Capistran,Shot,165,51,36.01735692690401,-0.2477470762392536,Wristshot,On Net,1,5,5,0,0,0.16069578
1175,Jillian Dempsey,Shot,178,38,22.45551157288562,0.20744666595296413,Deflection,On Net,1,5,5,0,0,0.25574523
1176,Samantha Davis,Shot,161,58,41.96724913548659,-0.4197740387446222,Snapshot,On Net,2,5,5,0,0,0.31543267
1177,Kaleigh Fratkin,Shot,133,52,67.67015590347047,-0.14274897120099447,Snapshot,Missed,2,5,5,0,0,0.0022356268
1178,Mallory Souliotis,Goal,171,30,31.579265349276255,0.4598736871128077,Snapshot,On Net,2,5,5,1,1,0.8672258
1179,Erin Gehen,Shot,181,38,19.525624189766635,0.24137226688581195,Snapshot,On Net,2,5,5,0,1,0.68839306
1180,Brooke Stacey,Shot,182,40,18.172781845386247,0.13978889529234326,Snapshot,On Net,2,5,5,0,0,0.38197687
1181,Samantha Davis,Shot,170,36,30.696090956341656,0.22012199672001576,Snapshot,On Net,2,5,5,0,1,0.6402047
1182,Tori Sullivan,Shot,135,32,65.84261537940303,0.1629583821898933,Snapshot,Missed,2,5,5,0,0,0.0027820743
1183,Lexie Laing,Shot,179,47,21.47673159491453,-0.2176269813251559,Snapshot,On Net,2,5,5,0,1,0.614918
1184,Kristin Lewicki,Shot,186,37,15.041608956491324,0.41439875466521037,Wrap Around,On Net,2,5,5,0,0,0.13818148
1185,Cassidy MacPherson,Shot,162,25,41.8359892915179,0.49610445041130896,Snapshot,On Net,2,5,5,0,0,0.28403574
1186,Cassidy MacPherson,Shot,174,19,35.04639781775011,1.27016058726269,Snapshot,Missed,2,5,5,0,0,0.0019915104
1187,Meghara McManus,Shot,165,48,35.42950747611375,-0.15844925146254826,Snapshot,Missed,2,5,5,0,0,0.0053211497
1188,Lauren Kelly,Shot,133,20,70.67708256570867,0.3490417566227775,Fan,Missed,2,5,5,0,0,0.0011451495
1189,Taylor Turnquist,Shot,177,67,33.60431519909311,-1.8064606484371324,Snapshot,Missed,2,5,4,0,0,0.001792836
1190,Lauren Kelly,Shot,135,21,68.46349392194354,0.3433845736654575,Snapshot,Missed,2,5,4,0,0,0.001590022
1191,Carlee Turner,Shot,179,38,21.47673159491453,0.2176269813251559,Deflection,Missed,2,5,4,0,0,0.002728476
1192,Alyson Matteau,Shot,141,39,59.10372238700368,0.05939171878773317,Snapshot,On Net,2,5,5,0,1,0.53493196
1193,Taylor Wenczkowski,Shot,165,55,37.16517186829626,-0.3731444067218928,Snapshot,On Net,2,5,5,0,0,0.3619767
1194,Dominique Kremer,Shot,172,54,30.26962173533062,-0.4354806858122552,Snapshot,On Net,2,5,5,0,1,0.5489494
1195,Iveta Klimasova,Shot,163,23,41.82403615147634,0.5819303544090264,Snapshot,On Net,2,5,5,0,0,0.08487873
1196,Megan Delay,Shot,151,36,49.429242357131066,0.13343666861909034,Snapshot,Missed,2,5,5,0,0,0.0031357212
1197,Jordan Juron,Shot,182,30,21.914607000811127,0.8328355736201326,Snapshot,Missed,2,4,5,0,0,0.0026979104
1198,Taylor Wasylk,Shot,179,32,23.47871376374779,0.5463024898437905,Snapshot,On Net,2,4,5,0,1,0.5093241
1199,Cassidy MacPherson,Shot,168,13,43.522982434571276,1.3183850563898705,Snapshot,On Net,2,5,5,0,0,0.010035129
1200,Samantha Davis,Shot,173,28,30.64718584144391,0.5954091495240685,Snapshot,On Net,2,5,5,0,0,0.3565819
1201,Alyson Matteau,Shot,167,16,42.32316150761897,1.0359010114393967,Snapshot,On Net,2,5,5,0,0,0.010035129
1202,Cassidy MacPherson,Shot,178,44,22.051077071199945,-0.06828766865945363,Fan,On Net,2,5,5,0,0,0.26473606
1203,McKenna Brand,Goal,185,36,16.347782724271816,0.46266165966382733,Snapshot,On Net,2,5,5,1,1,0.8015565
1204,Dominique Kremer,Shot,172,67,37.20551034457127,-1.197421629234348,Snapshot,Missed,2,5,5,0,0,0.0014325816
1205,Carlee Turner,Shot,180,41,20.05617112013158,0.07514094212828504,Snapshot,On Net,2,5,5,0,0,0.48743838
1206,Erin Gehen,Shot,157,33,44.03691633164157,0.2245963744621851,Snapshot,On Net,2,5,5,0,0,0.41961923
1207,Samantha Davis,Goal,145,51,55.65294241996554,-0.1557877274283952,Snapshot,On Net,2,5,5,1,1,0.83617365
1208,Jordan Juron,Shot,181,36,20.081085628023203,0.3561073411182327,Snapshot,Missed,3,5,5,0,0,0.0016652405
1209,Marie-Jo Pelletier,Shot,158,70,50.202091589892945,-0.7677456161098003,Snapshot,Missed,3,5,5,0,0,0.0013132385
1210,Marie-Jo Pelletier,Shot,133,83,78.28952675805365,-0.6907303781214298,Snapshot,Missed,3,5,5,0,0,0.00079144596
1211,Brooke Stacey,Shot,182,54,21.360009363293827,-0.7428181985100151,Deflection,Missed,3,5,5,0,0,0.0011398954
1212,Mallory Souliotis,Goal,134,24,68.54378162897055,0.2878824414615193,Snapshot,On Net,3,5,5,1,1,0.6280344
1213,Jordan Juron,Shot,177,76,40.635575546557725,-8.712727232690884,Snapshot,Missed,3,5,5,0,0,0.00076844526
1214,Jordan Juron,Shot,171,70,39.96561021678513,-1.3932991957385947,Wristshot,On Net,3,5,5,0,0,0.013806852
1215,Meghara McManus,Shot,180,43,20.006249023742555,-0.025005209635746147,Snapshot,On Net,3,5,5,0,0,0.33130872
1216,Taylor Turnquist,Shot,163,57,39.73977856002723,-0.41326819656698877,Snapshot,Missed,3,5,4,0,0,0.0018642667
1217,Lauren Kelly,Goal,130,33,70.64170156501045,0.1365536822387038,Slapshot,On Net,3,5,4,1,1,0.6145006
1218,Kaleigh Fratkin,Shot,188,35,14.150971698084906,0.7214844409909045,Snapshot,On Net,3,5,5,0,0,0.01800833
1219,Meghara McManus,Goal,181,38,19.525624189766635,0.24137226688581195,Snapshot,On Net,3,5,5,1,1,0.7572653
1220,Lisa Chesson,Shot,157,48,43.35031718453742,-0.1286090995295932,Snapshot,Missed,3,5,5,0,0,0.0020668004
1221,Lisa Chesson,Shot,139,8,70.08031107236896,0.6347414730594376,Wristshot,Missed,3,5,5,0,0,0.0014350361
1222,Meaghan Rickard,Shot,175,69,36.43144246389374,-1.7844248315940128,Wristshot,On Net,3,5,5,0,0,0.035683546
1223,Taylor Wasylk,Shot,165,36,35.59845502265512,0.18787924077493295,Snapshot,Missed,3,5,5,0,0,0.0037996885
1224,Paige Capistran,Shot,149,74,59.94372360806425,-0.7103628015219682,Wristshot,On Net,3,5,5,0,0,0.015083363
1225,Iveta Klimasova,Shot,160,59,43.26950427263987,-0.4376067046217773,Snapshot,On Net,3,5,5,0,0,0.068570636
1226,Iveta Klimasova,Shot,161,44,39.02883549377306,-0.038480514945958215,Wristshot,On Net,3,5,5,0,0,0.21880251
1227,Mallory Souliotis,Shot,156,22,48.541219597369,0.5028300572716049,Wristshot,On Net,3,5,5,0,0,0.114970535
1228,Autumn MacDougall,Shot,171,50,29.95413160150032,-0.2645451618771424,Snapshot,On Net,3,5,5,0,1,0.54064095
1229,Kristin Lewicki,Shot,179,42,21.005951537600005,0.023814023984133337,Snapshot,On Net,3,5,5,0,1,0.6114575
1230,Meaghan Rickard,Shot,161,67,46.05702986515739,-0.7263692786569685,Wristshot,Missed,3,5,5,0,0,0.0014055535
1231,Mallory Souliotis,Shot,133,17,71.68856254661549,0.4001051436753746,Slapshot,On Net,3,5,4,0,0,0.44353637
1232,Taylor Wenczkowski,Shot,169,76,45.64263357870578,-1.8741250126348694,Wristshot,Missed,3,5,4,0,0,0.0013007356
1233,Tereza Vanisova,Shot,179,21,30.054117854297438,1.6421251231640204,Wristshot,Missed,3,5,4,0,0,0.0022017392
1234,Kristin Lewicki,Shot,177,58,27.735356496717326,-0.7986431444189442,Snapshot,Missed,3,5,5,0,0,0.0016842786
1235,Christina Putigna,Shot,179,77,40.38873605350878,13.853138704677699,Wristshot,On Net,3,5,5,0,0,0.0077157957
1236,Mallory Souliotis,Shot,151,25,52.03124061561477,0.3731444067218928,Wristshot,On Net,3,5,5,0,0,0.2463296
1237,McKenna Brand,Shot,180,38,20.5,0.22887537020775817,Snapshot,On Net,3,5,5,0,1,0.680208
1238,Briana Mastel,Shot,133,5,76.78053138654356,0.6265337723366889,Slapshot,Missed,3,5,5,0,0,0.0029064172
1239,Taylor Wasylk,Shot,181,40,19.1637678967368,0.13234358604272112,Snapshot,On Net,3,5,5,0,1,0.6511754
1240,Hunter Accursi,Shot,181,42,19.00657780874821,0.026321865900556317,Snapshot,On Net,3,5,5,0,1,0.6129977
1241,Shannon Doyle,Shot,132,68,72.62403183519902,-0.39362657592563277,Wristshot,Missed,1,4,5,0,0,0.007136559
1242,Katelynn Russ,Shot,179,49,21.982947936980608,-0.31980253287278054,Fan,On Net,1,4,5,0,0,0.20561302
1243,Natalie Marcuzzi,Shot,178,46,22.276669409945463,-0.16044683063919238,Snapshot,On Net,1,4,5,0,0,0.28490812
1244,Maggie LaGue,Shot,178,25,28.111385593741193,1.0203177723174441,Wristshot,On Net,1,4,5,0,0,0.029593572
1245,Emma Vlasic,Shot,168,59,36.003472054789384,-0.5667670655805864,Slapshot,Missed,1,4,5,0,0,0.0043606055
1246,Shannon Doyle,Shot,131,59,70.94540154231281,-0.24379525833286325,Wristshot,Missed,1,4,5,0,0,0.0040869378
1247,Janine Weber,Shot,166,21,40.22747817102136,0.732724713269875,Snapshot,On Net,1,4,5,0,0,0.014552671
1248,Taylor Marchin,Shot,135,45,65.04805915628843,-0.038480514945958215,Slapshot,Missed,1,4,5,0,0,0.00086868345
1249,Katelynn Russ,Shot,175,54,27.518175811634027,-0.49544876911954966,Snapshot,On Net,1,5,5,0,0,0.44375107
1250,Sarah-Eve Coutu Godbout,Shot,189,46,11.543396380615196,-0.32937276546596006,Wrap Around,On Net,1,5,5,0,0,0.08692024
1251,Shiann Darkangelo,Shot,137,8,71.82791936287727,0.6098340346641652,Wristshot,Missed,1,5,5,0,0,0.0014481664
1252,Natalie Marcuzzi,Shot,187,22,24.27447218787671,-163.2166265461833,Snapshot,On Net,1,5,5,0,0,0.039232466
1253,Taytum Clairmont,Shot,183,32,19.981241202688086,0.7103628015219682,Wristshot,On Net,1,5,5,0,0,0.0071090753
1254,Breanne Wilson-Bennett,Shot,160,25,43.660622991432454,0.4677300254523918,Wristshot,Missed,1,5,5,0,0,0.0015821719
1255,Mikyla Grant-Mentis,Shot,159,28,43.48850422812907,0.3691800788966426,Wristshot,Missed,1,5,5,0,0,0.0015821719
1256,Katelynn Russ,Shot,167,54,34.9463875100131,-0.36331240354779853,Wristshot,On Net,1,5,5,0,0,0.18211868
1257,Taylor Woods,Shot,157,26,46.05702986515739,0.4037336953447703,Slapshot,Missed,1,5,3,0,0,0.0025354212
1258,Shiann Darkangelo,Shot,185,52,17.755280904564703,-0.734232547412554,Snapshot,Missed,1,5,3,0,0,0.0035435304
1259,Sarah-Eve Coutu Godbout,Shot,189,47,11.884864324004713,-0.43355080911096977,Wristshot,On Net,1,5,4,0,0,0.03735125
1260,Megan Quinn,Shot,158,14,50.75677294706589,0.8063013381815075,Slapshot,On Net,1,5,5,0,0,0.0029677362
1261,Laurel Hill,Shot,138,66,66.30422309325402,-0.3982910283576748,Snapshot,On Net,2,5,5,0,0,0.17833892
1262,Taytum Clairmont,Shot,159,38,41.246211947280685,0.11019895359804806,Snapshot,On Net,2,5,5,0,0,0.41961923
1263,Amanda Conway,Shot,189,38,11.884864324004713,0.43355080911096977,Wrap Around,On Net,2,5,5,0,0,0.020605162
1264,Breanne Wilson-Bennett,Shot,166,4,51.3638978271704,2.1327404667764878,Snapshot,Missed,2,5,5,0,0,0.0024339329
1265,Shiann Darkangelo,Shot,188,54,16.62077013859466,-1.4233025115693227,Snapshot,On Net,2,5,5,0,1,0.7634011
1266,Mikyla Grant-Mentis,Shot,170,42,30.004166377354995,0.016668210048030256,Snapshot,Missed,2,5,5,0,0,0.0020585477
1267,Taylor Woods,Shot,141,66,63.50787352761861,-0.4207967591717409,Snapshot,Missed,2,5,5,0,0,0.002253025
1268,Emily Fluke,Shot,179,27,26.100766272276374,0.9096027694988998,Fan,Missed,2,5,5,0,0,0.0009193189
1269,Julie Allen,Shot,186,52,16.91892431568863,-0.8063013381815075,Snapshot,Missed,2,5,5,0,0,0.004177133
1270,Breanne Wilson-Bennett,Shot,185,35,16.77050983124842,0.5463024898437905,Snapshot,On Net,2,5,5,0,0,0.34373742
1271,Breanne Wilson-Bennett,Shot,184,42,16.00781059358212,0.031260176501255954,Snapshot,On Net,2,5,5,0,1,0.6583775
1272,Emma Greco,Shot,143,28,58.81538914263851,0.260019116917888,Snapshot,Missed,2,5,5,0,0,0.0031881249
1273,Elena Orlando,Shot,141,18,63.88466169590319,0.44089234572746105,Snapshot,Missed,2,5,5,0,0,0.0025205861
1274,Rachael Ade,Shot,161,61,43.165379646193315,-0.5134618187711149,Snapshot,On Net,2,5,5,0,0,0.28368402
1275,Shannon Doyle,Shot,140,71,66.42476947645359,-0.5142721131734951,Snapshot,On Net,2,5,5,0,0,0.18535717
1276,Amanda Conway,Shot,175,55,27.95084971874737,-0.5463024898437905,Snapshot,Missed,2,5,5,0,0,0.001891005
1277,Sarah-Eve Coutu Godbout,Shot,175,54,27.518175811634027,-0.49544876911954966,Snapshot,On Net,2,5,5,0,0,0.38528016
1278,Sarah-Eve Coutu Godbout,Shot,171,34,30.220026472523152,0.30179574135214227,Snapshot,Missed,2,5,5,0,0,0.0029898111
1279,Amy Curlew,Goal,185,38,15.660459763365825,0.30933624960962325,Deflection,On Net,2,5,5,1,1,0.91415596
1280,Alyssa Wohlfeiler,Shot,173,68,37.13825520941984,-1.3820896984916617,Snapshot,On Net,2,5,5,0,0,0.09065996
1281,Emma Vlasic,Shot,171,40,29.107559155655768,0.08642108584224936,Fan,On Net,2,5,5,0,0,0.16818367
1282,Amanda Conway,Shot,175,40,25.124689052802225,0.10033467208545055,Fan,On Net,2,5,5,0,0,0.129224
1283,Maeve Reilly,Shot,182,39,18.33712082089225,0.19693264149950032,Fan,On Net,2,5,5,0,0,0.28589445
1284,Hanna Beattie,Shot,143,18,62.04232426336073,0.4584087014013047,Wristshot,Missed,2,5,5,0,0,0.0020806082
1285,Amanda Conway,Shot,160,27,42.8981351576033,0.4081354938181282,Deflection,Missed,2,5,5,0,0,0.0012753244
1286,Sarah Hughson,Shot,171,4,48.20010373432821,4.030279468650637,Snapshot,Missed,2,5,5,0,0,0.002293865
1287,Laurel Hill,Shot,143,56,58.57687256929991,-0.24137226688581195,Snapshot,Missed,2,5,5,0,0,0.0027519672
1288,Natalie Marcuzzi,Shot,163,30,39.05444917035702,0.35130602042426584,Snapshot,On Net,2,5,5,0,0,0.3159332
1289,Taylor Woods,Goal,139,36,61.34533397088975,0.10696251822530947,Wristshot,On Net,2,5,4,1,0,0.29875523
1290,Megan Quinn,Shot,130,82,80.37568040147467,-0.63293593838543,Snapshot,On Net,2,5,5,0,0,0.027735054
1291,Taylor Woods,Shot,145,14,61.945540598173814,0.5701501072506208,Snapshot,Missed,2,5,4,0,0,0.002343013
1292,Mikyla Grant-Mentis,Shot,159,60,44.57858230136979,-0.45478894113002194,Snapshot,Missed,2,5,4,0,0,0.002135959
1293,Taytum Clairmont,Shot,183,45,17.18284027743958,-0.14812818766413652,Deflection,Missed,2,5,4,0,0,0.0037560915
1294,Mikyla Grant-Mentis,Shot,142,55,59.33169473392783,-0.21891718183634096,Slapshot,On Net,2,5,4,0,0,0.03104731
1295,Sarah-Eve Coutu Godbout,Shot,150,6,61.90516941257814,0.8949175292458145,Snapshot,On Net,2,5,5,0,0,0.01868547
1296,Emily Fluke,Shot,184,26,22.983689869122408,1.6699701303536016,Snapshot,Missed,2,5,5,0,0,0.0017960499
1297,Mackenzie MacNeil,Goal,187,39,13.46291201783626,0.2759301619292242,Wrap Around,On Net,3,5,5,1,1,0.6139698
1298,Janine Weber,Shot,163,29,39.38591118661596,0.38196719926194533,Wristshot,On Net,3,5,5,0,0,0.15520495
1299,Katelynn Russ,Shot,175,69,36.43144246389374,-1.7844248315940128,Wristshot,On Net,3,5,5,0,0,0.035683546
1300,Rachael Ade,Shot,171,66,37.32626421167808,-1.0511807346230955,Wristshot,On Net,3,5,5,0,0,0.031847827
1301,Mikyla Grant-Mentis,Shot,179,17,33.03407331831786,2.6851094289090547,Wristshot,On Net,3,5,5,0,0,0.081521705
1302,Mackenzie MacNeil,Goal,171,27,32.882366094914765,0.5919545949309035,Snapshot,On Net,3,5,5,1,1,0.6321857
1303,Mikyla Grant-Mentis,Shot,182,37,18.82153022471871,0.3154339520974357,Wristshot,On Net,3,5,5,0,1,0.65074253
1304,Taylor Woods,Shot,142,68,63.3581091889586,-0.470359342426708,Slapshot,Missed,3,5,5,0,0,0.0015589665
1305,Mackenzie MacNeil,Shot,188,38,12.816005617976296,0.39362657592563277,Snapshot,On Net,3,5,5,0,0,0.34717426
1306,Katelynn Russ,Shot,175,79,44.24081825644729,-8.988607601724167,Snapshot,On Net,3,5,5,0,0,0.014752132
1307,Hanna Beattie,Shot,151,11,58.25160941982633,0.7489942888185656,Slapshot,On Net,3,5,5,0,0,0.003403544
1308,Shannon Doyle,Shot,131,69,73.91380114701178,-0.40412572743690567,Slapshot,Missed,3,5,5,0,0,0.0016368873
1309,Sarah Hughson,Shot,173,40,27.115493725912497,0.09285811394383614,Deflection,Missed,3,5,5,0,0,0.0013247739
1310,Taylor Marchin,Shot,157,76,54.50917353987308,-0.9874226347339204,Wristshot,On Net,3,5,5,0,0,0.030304508
1311,Emma Vlasic,Shot,134,3,76.91716323422231,0.6819148020712749,Wristshot,On Net,3,5,5,0,0,0.0053511537
1312,Taytum Clairmont,Goal,182,42,18.006943105369107,0.027784924473725416,Deflection,On Net,3,5,5,1,1,0.7327103
1313,Kaycie Anderson,Shot,150,22,54.03933752369657,0.43463120459988946,Snapshot,Missed,3,5,5,0,0,0.0016313749
1314,Mikyla Grant-Mentis,Goal,185,46,15.402921800749363,-0.2376621988053096,Wristshot,On Net,3,5,5,1,1,0.8032385
